,Code,Name,Close,Changes,ChagesRatio,Volume,Amount,Open,High,Low,Marcap,MarcapRatio,Stocks,ForeignShares,ForeignRatio,Rank,Date,ChangesRatio,TotalCount
2114,002200,수출포장,9490.0,-50.0,-0.5,7631.0,71613990.0,9430.0,9490.0,9310.0,37960000000.0,0.01,4000000.0,7874.0,0.2,1014.0,2007-01-17,,
2115,003490,대한항공,35500.0,50.0,0.1,1073638.0,38031813500.0,35450.0,35900.0,34850.0,2530774978000.0,0.34,71289436.0,12910957.0,18.11,55.0,2007-01-17,,
2116,002200,수출포장,9430.0,-60.0,-0.6,3970.0,37411600.0,9400.0,9700.0,9370.0,37720000000.0,0.01,4000000.0,7874.0,0.2,1019.0,2007-01-18,,
2117,003490,대한항공,34600.0,-900.0,-2.5,1334268.0,46225004200.0,35100.0,35700.0,33900.0,2466614485600.0,0.33,71289436.0,12757263.0,17.9,58.0,2007-01-18,,
2118,002200,수출포장,9230.0,-200.0,-2.1,810.0,7507800.0,9430.0,9430.0,9190.0,36920000000.0,0.0,4000000.0,7874.0,0.2,1017.0,2007-01-19,,
2119,003490,대한항공,34050.0,-550.0,-1.6,766976.0,26367672150.0,34400.0,35000.0,34050.0,2427405295800.0,0.33,71289436.0,12866858.0,18.05,57.0,2007-01-19,,
2120,002200,수출포장,9200.0,-30.0,-0.3,5240.0,47931500.0,9100.0,9270.0,9100.0,36800000000.0,0.0,4000000.0,7874.0,0.2,1015.0,2007-01-22,,
2121,003490,대한항공,34650.0,600.0,1.8,512666.0,17722708400.0,34250.0,34900.0,34200.0,2470178957400.0,0.33,71289436.0,12936247.0,18.15,55.0,2007-01-22,,
2122,002200,수출포장,9250.0,50.0,0.5,16220.0,150395600.0,9210.0,9350.0,9200.0,37000000000.0,0.01,4000000.0,7874.0,0.2,1008.0,2007-01-23,,
2123,003490,대한항공,34600.0,-50.0,-0.1,425446.0,14611346100.0,34300.0,34950.0,33700.0,2466614485600.0,0.33,71289436.0,13003697.0,18.24,55.0,2007-01-23,,
2124,002200,수출포장,9320.0,70.0,0.8,10532.0,97579040.0,9250.0,9540.0,9250.0,37280000000.0,0.0,4000000.0,7874.0,0.2,1010.0,2007-01-24,,
2125,003490,대한항공,35100.0,500.0,1.4,467152.0,16275734100.0,34350.0,35400.0,34200.0,2502259203600.0,0.33,71289436.0,12977377.0,18.2,58.0,2007-01-24,,
2126,002200,수출포장,9300.0,-20.0,-0.2,9380.0,87150100.0,9320.0,9320.0,9270.0,37200000000.0,0.0,4000000.0,7874.0,0.2,1016.0,2007-01-25,,
2127,003490,대한항공,34900.0,-200.0,-0.6,311104.0,10898409400.0,35400.0,35400.0,34700.0,2488001316400.0,0.33,71289436.0,13006427.0,18.24,57.0,2007-01-25,,
2128,002200,수출포장,9200.0,-100.0,-1.1,4550.0,41869600.0,9200.0,9290.0,9170.0,36800000000.0,0.0,4000000.0,7874.0,0.2,1026.0,2007-01-26,,
2129,003490,대한항공,34700.0,-200.0,-0.6,398846.0,13653681000.0,34500.0,34700.0,33950.0,2473743429200.0,0.33,71289436.0,12917227.0,18.12,58.0,2007-01-26,,
2130,002200,수출포장,9200.0,0.0,0.0,10760.0,98626700.0,9110.0,9280.0,9110.0,36800000000.0,0.0,4000000.0,5404.0,0.14,1032.0,2007-01-29,,
2131,003490,대한항공,34050.0,-650.0,-1.9,265338.0,9180751000.0,35050.0,35050.0,34050.0,2427405295800.0,0.33,71289436.0,12891437.0,18.08,59.0,2007-01-29,,
2132,002200,수출포장,9200.0,0.0,0.0,6225.0,57054100.0,9200.0,9200.0,9100.0,36800000000.0,0.0,4000000.0,5404.0,0.14,1036.0,2007-01-30,,
2133,003490,대한항공,34600.0,550.0,1.6,279989.0,9614411900.0,34200.0,34600.0,34100.0,2466614485600.0,0.33,71289436.0,12935227.0,18.14,58.0,2007-01-30,,
2134,002200,수출포장,9180.0,-20.0,-0.2,4278.0,39182340.0,9120.0,9190.0,9120.0,36720000000.0,0.0,4000000.0,5404.0,0.14,1033.0,2007-01-31,,
2135,003490,대한항공,33600.0,-1000.0,-2.9,467296.0,15865931100.0,34600.0,34800.0,33600.0,2395325049600.0,0.32,71289436.0,12964807.0,18.19,57.0,2007-01-31,,
2136,002200,수출포장,9210.0,30.0,0.3,13960.0,128806300.0,9110.0,9290.0,9110.0,36840000000.0,0.0,4000000.0,5404.0,0.14,1032.0,2007-02-01,,
2137,003490,대한항공,32950.0,-650.0,-1.9,1393190.0,45907039050.0,33700.0,34000.0,32650.0,2348986916200.0,0.31,71289436.0,12906267.0,18.1,60.0,2007-02-01,,
2138,002200,수출포장,9290.0,80.0,0.9,8800.0,82172100.0,9220.0,9400.0,9220.0,37160000000.0,0.0,4000000.0,5404.0,0.14,1034.0,2007-02-02,,
2139,003490,대한항공,33600.0,650.0,2.0,1597125.0,52745217400.0,33000.0,33600.0,32650.0,2395325049600.0,0.31,71289436.0,12741467.0,17.87,62.0,2007-02-02,,
2140,002200,수출포장,9370.0,80.0,0.9,11440.0,106609800.0,9290.0,9380.0,9230.0,37480000000.0,0.0,4000000.0,5404.0,0.14,1028.0,2007-02-05,,
2141,003490,대한항공,33300.0,-300.0,-0.9,731723.0,24250354150.0,33300.0,33400.0,32950.0,2373938218800.0,0.31,71289436.0,12732557.0,17.86,62.0,2007-02-05,,
2142,002200,수출포장,9290.0,-80.0,-0.8,20687.0,191856830.0,9370.0,9370.0,9170.0,37160000000.0,0.0,4000000.0,5404.0,0.14,1034.0,2007-02-06,,
2143,003490,대한항공,32550.0,-750.0,-2.2,1330307.0,43444368800.0,33050.0,33300.0,32250.0,2320471141800.0,0.3,71289436.0,12707587.0,17.83,63.0,2007-02-06,,
2144,002200,수출포장,9590.0,300.0,3.2,25850.0,246064000.0,9310.0,9640.0,9310.0,38360000000.0,0.0,4000000.0,5404.0,0.14,1012.0,2007-02-07,,
2145,003490,대한항공,33150.0,600.0,1.8,1041278.0,34516596900.0,32700.0,33400.0,32700.0,2363244803400.0,0.31,71289436.0,12542566.0,17.59,63.0,2007-02-07,,
2146,002200,수출포장,9580.0,-10.0,-0.1,27394.0,262720220.0,9590.0,9790.0,9500.0,38320000000.0,0.0,4000000.0,7424.0,0.19,1023.0,2007-02-08,,
2147,003490,대한항공,34000.0,850.0,2.6,1047296.0,35529410400.0,33400.0,34200.0,33350.0,2423840824000.0,0.31,71289436.0,12458803.0,17.48,62.0,2007-02-08,,
2148,002200,수출포장,9870.0,290.0,3.0,31762.0,308646340.0,9580.0,10000.0,9500.0,39480000000.0,0.01,4000000.0,10324.0,0.26,1007.0,2007-02-09,,
2149,003490,대한항공,34000.0,0.0,0.0,311572.0,10530115750.0,33650.0,34000.0,33600.0,2423840824000.0,0.31,71289436.0,12476663.0,17.5,62.0,2007-02-09,,
2150,002200,수출포장,9970.0,100.0,1.0,17242.0,169724340.0,9870.0,9970.0,9660.0,39880000000.0,0.01,4000000.0,12844.0,0.32,1003.0,2007-02-12,,
2151,003490,대한항공,33700.0,-300.0,-0.9,299848.0,10049431600.0,33700.0,33950.0,33150.0,2402453993200.0,0.31,71289436.0,12565893.0,17.63,62.0,2007-02-12,,
2152,002200,수출포장,10000.0,30.0,0.3,7280.0,72637900.0,9970.0,10000.0,9900.0,40000000000.0,0.01,4000000.0,12844.0,0.32,995.0,2007-02-13,,
2153,003490,대한항공,34000.0,300.0,0.9,554355.0,18917084450.0,34000.0,34400.0,33600.0,2423840824000.0,0.32,71289436.0,12550488.0,17.6,62.0,2007-02-13,,
2154,002200,수출포장,10000.0,0.0,0.0,17770.0,178262500.0,10000.0,10250.0,10000.0,40000000000.0,0.01,4000000.0,12844.0,0.32,994.0,2007-02-14,,
2155,003490,대한항공,34400.0,400.0,1.2,480588.0,16460437700.0,34200.0,34550.0,33950.0,2452356598400.0,0.32,71289436.0,12619458.0,17.7,61.0,2007-02-14,,
2156,002200,수출포장,10250.0,250.0,2.5,31671.0,322690250.0,10150.0,10350.0,10000.0,41000000000.0,0.01,4000000.0,12844.0,0.32,989.0,2007-02-15,,
2157,003490,대한항공,34050.0,-350.0,-1.0,666025.0,22659541750.0,34700.0,34750.0,33700.0,2427405295800.0,0.31,71289436.0,12670703.0,17.77,63.0,2007-02-15,,
2158,002200,수출포장,9900.0,-350.0,-3.4,45178.0,455937100.0,10250.0,10400.0,9820.0,39600000000.0,0.01,4000000.0,12844.0,0.32,1004.0,2007-02-16,,
2159,003490,대한항공,34150.0,100.0,0.3,604586.0,20649474850.0,34250.0,34500.0,33800.0,2434534239400.0,0.31,71289436.0,12702593.0,17.82,62.0,2007-02-16,,
2160,002200,수출포장,10450.0,550.0,5.6,28611.0,291779450.0,9900.0,10700.0,9900.0,41800000000.0,0.01,4000000.0,12844.0,0.32,982.0,2007-02-20,,
2161,003490,대한항공,34000.0,-150.0,-0.4,327539.0,11163461300.0,34300.0,34350.0,33900.0,2423840824000.0,0.31,71289436.0,12687823.0,17.8,62.0,2007-02-20,,
2162,002200,수출포장,10500.0,50.0,0.5,23704.0,249090000.0,10450.0,10600.0,10300.0,42000000000.0,0.01,4000000.0,12844.0,0.32,987.0,2007-02-21,,
2163,003490,대한항공,34150.0,150.0,0.4,717750.0,24710049360.0,34100.0,34850.0,34050.0,2434534239400.0,0.31,71289436.0,12593486.0,17.67,62.0,2007-02-21,,
2164,002200,수출포장,10200.0,-300.0,-2.9,24697.0,255841900.0,10250.0,10500.0,10200.0,40800000000.0,0.01,4000000.0,12844.0,0.32,1000.0,2007-02-22,,
2165,003490,대한항공,34050.0,-100.0,-0.3,658605.0,22312637850.0,34000.0,34200.0,33550.0,2427405295800.0,0.31,71289436.0,12568306.0,17.63,62.0,2007-02-22,,
2166,002200,수출포장,10050.0,-150.0,-1.5,14697.0,148454850.0,10350.0,10350.0,10050.0,40200000000.0,0.01,4000000.0,12844.0,0.32,1013.0,2007-02-23,,
2167,003490,대한항공,33850.0,-200.0,-0.6,588806.0,19801434050.0,33900.0,33900.0,33450.0,2413147408600.0,0.3,71289436.0,12607806.0,17.69,63.0,2007-02-23,,
2168,002200,수출포장,10200.0,150.0,1.5,10900.0,109816900.0,10050.0,10200.0,9930.0,40800000000.0,0.01,4000000.0,12844.0,0.32,1006.0,2007-02-26,,
2169,003490,대한항공,33000.0,-850.0,-2.5,961836.0,31991389750.0,33800.0,33800.0,33000.0,2352551388000.0,0.3,71289436.0,12808166.0,17.97,64.0,2007-02-26,,
2170,002200,수출포장,10150.0,-50.0,-0.5,7000.0,70771000.0,10300.0,10300.0,10050.0,40600000000.0,0.01,4000000.0,12844.0,0.32,1009.0,2007-02-27,,
2171,003490,대한항공,33900.0,900.0,2.7,1245788.0,42231040200.0,33250.0,34200.0,33000.0,2416711880400.0,0.31,71289436.0,12925486.0,18.13,62.0,2007-02-27,,
2172,002200,수출포장,10150.0,0.0,0.0,10480.0,103476900.0,9700.0,10450.0,9000.0,40600000000.0,0.01,4000000.0,12844.0,0.32,997.0,2007-02-28,,
2173,003490,대한항공,33450.0,-450.0,-1.3,742034.0,24509262130.0,32800.0,33600.0,32300.0,2384631634200.0,0.31,71289436.0,12933956.0,18.14,62.0,2007-02-28,,
2174,002200,수출포장,10100.0,-50.0,-0.5,13640.0,135877100.0,9980.0,10100.0,9610.0,40400000000.0,0.01,4000000.0,12844.0,0.32,1008.0,2007-03-02,,
2175,003490,대한항공,34350.0,900.0,2.7,991224.0,33924221050.0,33400.0,34550.0,33300.0,2448792126600.0,0.32,71289436.0,12629426.0,17.72,62.0,2007-03-02,,
2176,002200,수출포장,9870.0,-230.0,-2.3,2780.0,27564600.0,10150.0,10150.0,9870.0,39480000000.0,0.01,4000000.0,12844.0,0.32,1017.0,2007-03-05,,
2177,003490,대한항공,34250.0,-100.0,-0.3,901092.0,31157326100.0,33900.0,34900.0,33900.0,2441663183000.0,0.33,71289436.0,12439486.0,17.45,60.0,2007-03-05,,
2178,002200,수출포장,10100.0,230.0,2.3,10470.0,104354400.0,9900.0,10100.0,9740.0,40400000000.0,0.01,4000000.0,12844.0,0.32,1009.0,2007-03-06,,
2179,003490,대한항공,34700.0,450.0,1.3,899599.0,31206704400.0,35100.0,35100.0,34150.0,2473743429200.0,0.32,71289436.0,12019395.0,16.86,61.0,2007-03-06,,
2180,002200,수출포장,10200.0,100.0,1.0,11160.0,113047500.0,10350.0,10350.0,10100.0,40800000000.0,0.01,4000000.0,12844.0,0.32,1005.0,2007-03-07,,
2181,003490,대한항공,34700.0,0.0,0.0,559194.0,19176778800.0,34800.0,34800.0,34100.0,2473743429200.0,0.32,71289436.0,11808865.0,16.56,60.0,2007-03-07,,
2182,002200,수출포장,10350.0,150.0,1.5,8800.0,90928000.0,10250.0,10400.0,10200.0,41400000000.0,0.01,4000000.0,12844.0,0.32,998.0,2007-03-08,,
2183,003490,대한항공,34700.0,0.0,0.0,516107.0,17953634900.0,34500.0,35200.0,34300.0,2473743429200.0,0.32,71289436.0,11701375.0,16.41,62.0,2007-03-08,,
2184,002200,수출포장,10350.0,0.0,0.0,4871.0,49963350.0,10350.0,10500.0,10200.0,41400000000.0,0.01,4000000.0,12844.0,0.32,1011.0,2007-03-09,,
2185,003490,대한항공,36100.0,1400.0,4.0,1840309.0,66276302400.0,34800.0,36300.0,34800.0,2573548639600.0,0.33,71289436.0,11102035.0,15.57,61.0,2007-03-09,,
2186,002200,수출포장,10350.0,0.0,0.0,10960.0,112172000.0,10350.0,10400.0,10200.0,41400000000.0,0.01,4000000.0,12844.0,0.32,1022.0,2007-03-12,,
2187,003490,대한항공,37000.0,900.0,2.5,1037440.0,38454524500.0,36450.0,37500.0,36250.0,2637709132000.0,0.34,71289436.0,10911265.0,15.31,57.0,2007-03-12,,
2188,002200,수출포장,10800.0,450.0,4.4,40150.0,426006000.0,10350.0,10950.0,10250.0,43200000000.0,0.01,4000000.0,12844.0,0.32,985.0,2007-03-13,,
2189,003490,대한항공,37100.0,100.0,0.3,371510.0,13701749500.0,37000.0,37150.0,36400.0,2644838075600.0,0.34,71289436.0,10873600.0,15.25,58.0,2007-03-13,,
2190,002200,수출포장,10900.0,100.0,0.9,47169.0,513267100.0,10550.0,11100.0,10500.0,43600000000.0,0.01,4000000.0,12844.0,0.32,975.0,2007-03-14,,
2191,003490,대한항공,36900.0,-200.0,-0.5,551832.0,20083358300.0,36600.0,37000.0,35900.0,2630580188400.0,0.34,71289436.0,10678160.0,14.98,57.0,2007-03-14,,
2192,002200,수출포장,11350.0,450.0,4.1,30289.0,339701150.0,11000.0,11400.0,10850.0,45400000000.0,0.01,4000000.0,12844.0,0.32,962.0,2007-03-15,,
2193,003490,대한항공,37850.0,950.0,2.6,808438.0,30081387800.0,37250.0,38000.0,36500.0,2698305152600.0,0.35,71289436.0,10649920.0,14.94,55.0,2007-03-15,,
2194,002200,수출포장,11100.0,-250.0,-2.2,18300.0,203607500.0,11100.0,11400.0,11000.0,44400000000.0,0.01,4000000.0,12844.0,0.32,981.0,2007-03-16,,
2195,003490,대한항공,37400.0,-450.0,-1.2,392273.0,14695822200.0,37850.0,37900.0,37150.0,2666224906400.0,0.34,71289436.0,10570270.0,14.83,56.0,2007-03-16,,
2196,002200,수출포장,11250.0,150.0,1.4,12849.0,143584850.0,11100.0,11350.0,11000.0,45000000000.0,0.01,4000000.0,12844.0,0.32,985.0,2007-03-19,,
2197,003490,대한항공,37500.0,100.0,0.3,452044.0,16779922000.0,37400.0,37500.0,36800.0,2673353850000.0,0.34,71289436.0,10573867.0,14.83,57.0,2007-03-19,,
2198,002200,수출포장,11350.0,100.0,0.9,18438.0,207875350.0,11200.0,11450.0,11200.0,45400000000.0,0.01,4000000.0,12844.0,0.32,979.0,2007-03-20,,
2199,003490,대한항공,37300.0,-200.0,-0.5,383595.0,14199556100.0,37200.0,37700.0,36700.0,2659095962800.0,0.34,71289436.0,10572417.0,14.83,58.0,2007-03-20,,
2200,002200,수출포장,11150.0,-200.0,-1.8,17186.0,193185900.0,11400.0,11400.0,11100.0,44600000000.0,0.01,4000000.0,12844.0,0.32,986.0,2007-03-21,,
2201,003490,대한항공,37000.0,-300.0,-0.8,387520.0,14299083000.0,37100.0,37450.0,36550.0,2637709132000.0,0.34,71289436.0,10506717.0,14.74,59.0,2007-03-21,,
2202,002200,수출포장,11150.0,0.0,0.0,15492.0,174182800.0,11300.0,11400.0,11150.0,44600000000.0,0.01,4000000.0,14854.0,0.37,987.0,2007-03-22,,
2203,003490,대한항공,37750.0,750.0,2.0,784523.0,29450263250.0,37150.0,37850.0,36900.0,2691176209000.0,0.34,71289436.0,10517380.0,14.75,58.0,2007-03-22,,
2204,002200,수출포장,11300.0,150.0,1.4,13996.0,157357300.0,11300.0,11350.0,11100.0,45200000000.0,0.01,4000000.0,15504.0,0.39,979.0,2007-03-23,,
2205,003490,대한항공,37900.0,150.0,0.4,492561.0,18551991900.0,37750.0,37950.0,37100.0,2701869624400.0,0.34,71289436.0,10544040.0,14.79,57.0,2007-03-23,,
2206,002200,수출포장,11400.0,100.0,0.9,14940.0,170515500.0,11450.0,11500.0,11250.0,45600000000.0,0.01,4000000.0,16704.0,0.42,976.0,2007-03-26,,
2207,003490,대한항공,37750.0,-150.0,-0.4,295825.0,11149790750.0,37950.0,38050.0,37100.0,2691176209000.0,0.34,71289436.0,10533230.0,14.78,59.0,2007-03-26,,
2208,002200,수출포장,11300.0,-100.0,-0.9,9101.0,103093800.0,11300.0,11500.0,11250.0,45200000000.0,0.01,4000000.0,17304.0,0.43,980.0,2007-03-27,,
2209,003490,대한항공,37650.0,-100.0,-0.3,413754.0,15573232600.0,37500.0,38000.0,37050.0,2684047265400.0,0.34,71289436.0,10572180.0,14.83,59.0,2007-03-27,,
2210,002200,수출포장,11050.0,-250.0,-2.2,13500.0,150371500.0,11350.0,11350.0,11000.0,44200000000.0,0.01,4000000.0,17604.0,0.44,990.0,2007-03-28,,
2211,003490,대한항공,36900.0,-750.0,-2.0,842715.0,30945689550.0,37200.0,37300.0,36150.0,2630580188400.0,0.33,71289436.0,10625400.0,14.9,60.0,2007-03-28,,
2212,002200,수출포장,11300.0,250.0,2.3,15581.0,174904800.0,11050.0,11400.0,11000.0,45200000000.0,0.01,4000000.0,18164.0,0.45,982.0,2007-03-29,,
2213,003490,대한항공,36800.0,-100.0,-0.3,508827.0,18639435100.0,36900.0,37000.0,36400.0,2623451244800.0,0.33,71289436.0,10568394.0,14.82,61.0,2007-03-29,,
2214,002200,수출포장,11900.0,600.0,5.3,60920.0,718931500.0,11350.0,12100.0,11350.0,47600000000.0,0.01,4000000.0,15664.0,0.39,959.0,2007-03-30,,
2215,003490,대한항공,36750.0,-50.0,-0.1,590394.0,21677488000.0,37000.0,37050.0,36300.0,2619886773000.0,0.33,71289436.0,10481264.0,14.7,58.0,2007-03-30,,
2216,002200,수출포장,11900.0,0.0,0.0,27350.0,327621500.0,11950.0,12100.0,11900.0,47600000000.0,0.01,4000000.0,15664.0,0.39,958.0,2007-04-02,,
2217,003490,대한항공,36150.0,-600.0,-1.6,645319.0,23374103950.0,36700.0,36800.0,35950.0,2577113111400.0,0.32,71289436.0,10307444.0,14.46,59.0,2007-04-02,,
2218,002200,수출포장,12200.0,300.0,2.5,28546.0,343772700.0,11800.0,12250.0,11800.0,48800000000.0,0.01,4000000.0,20424.0,0.51,949.0,2007-04-03,,
2219,003490,대한항공,36150.0,0.0,0.0,506458.0,18246026200.0,36350.0,36400.0,35700.0,2577113111400.0,0.32,71289436.0,10209514.0,14.32,60.0,2007-04-03,,
2220,002200,수출포장,12250.0,50.0,0.4,15640.0,191490000.0,12400.0,12400.0,12100.0,49000000000.0,0.01,4000000.0,20424.0,0.51,949.0,2007-04-04,,
2221,003490,대한항공,37350.0,1200.0,3.3,973240.0,36181623000.0,36900.0,37500.0,36750.0,2662660434600.0,0.33,71289436.0,9959284.0,13.97,59.0,2007-04-04,,
2222,002200,수출포장,12100.0,-150.0,-1.2,26510.0,322869500.0,12100.0,12450.0,11800.0,48400000000.0,0.01,4000000.0,20424.0,0.51,969.0,2007-04-05,,
2223,003490,대한항공,37800.0,450.0,1.2,546373.0,20523952600.0,37200.0,37950.0,37150.0,2694740680800.0,0.33,71289436.0,10025564.0,14.06,59.0,2007-04-05,,
2224,002200,수출포장,12150.0,50.0,0.4,52630.0,633139500.0,11950.0,12350.0,11000.0,48600000000.0,0.01,4000000.0,20424.0,0.51,972.0,2007-04-06,,
2225,003490,대한항공,39400.0,1600.0,4.2,1374112.0,53980307100.0,38150.0,39900.0,38150.0,2808803778400.0,0.35,71289436.0,9868084.0,13.84,55.0,2007-04-06,,
2226,002200,수출포장,11950.0,-200.0,-1.6,76281.0,909151450.0,12150.0,12600.0,11750.0,47800000000.0,0.01,4000000.0,20424.0,0.51,989.0,2007-04-09,,
2227,003490,대한항공,40400.0,1000.0,2.5,1222175.0,49512184200.0,39500.0,41200.0,39150.0,2880093214400.0,0.35,71289436.0,9934954.0,13.94,56.0,2007-04-09,,
2228,002200,수출포장,11900.0,-50.0,-0.4,14557.0,172846300.0,12300.0,12300.0,11700.0,47600000000.0,0.01,4000000.0,20424.0,0.51,990.0,2007-04-10,,
2229,003490,대한항공,40900.0,500.0,1.2,1022554.0,41747012950.0,40800.0,41600.0,40250.0,2915737932400.0,0.36,71289436.0,9947214.0,13.95,54.0,2007-04-10,,
2230,002200,수출포장,11900.0,0.0,0.0,32610.0,389598500.0,11950.0,12000.0,11800.0,47600000000.0,0.01,4000000.0,20424.0,0.51,999.0,2007-04-11,,
2231,003490,대한항공,40400.0,-500.0,-1.2,692315.0,27957921100.0,40700.0,41100.0,39800.0,2880093214400.0,0.35,71289436.0,9956664.0,13.97,55.0,2007-04-11,,
2232,002200,수출포장,12300.0,400.0,3.4,99610.0,1266924000.0,11850.0,13000.0,11800.0,49200000000.0,0.01,4000000.0,21874.0,0.55,977.0,2007-04-12,,
2233,003490,대한항공,40150.0,-250.0,-0.6,558536.0,22309358650.0,40100.0,40200.0,39650.0,2862270855400.0,0.34,71289436.0,9923824.0,13.92,56.0,2007-04-12,,
2234,002200,수출포장,12100.0,-200.0,-1.6,37262.0,453349200.0,12500.0,12500.0,12050.0,48400000000.0,0.01,4000000.0,22264.0,0.56,991.0,2007-04-13,,
2235,003490,대한항공,40900.0,750.0,1.9,455132.0,18253224400.0,40000.0,40900.0,39500.0,2915737932400.0,0.35,71289436.0,9983384.0,14.0,54.0,2007-04-13,,
2236,002200,수출포장,11800.0,-300.0,-2.5,81997.0,975323600.0,12100.0,12300.0,11750.0,47200000000.0,0.01,4000000.0,22264.0,0.56,1017.0,2007-04-16,,
2237,003490,대한항공,41900.0,1000.0,2.4,661903.0,27392131900.0,40850.0,42000.0,40400.0,3015611338900.0,0.36,71971631.0,10088021.0,14.02,54.0,2007-04-16,,
2238,002200,수출포장,11650.0,-150.0,-1.3,77137.0,899120050.0,12000.0,12000.0,11500.0,46600000000.0,0.01,4000000.0,23504.0,0.59,1026.0,2007-04-17,,
2239,003490,대한항공,40400.0,-1500.0,-3.6,679049.0,27860354100.0,41750.0,41950.0,40400.0,2907653892400.0,0.35,71971631.0,10113660.0,14.05,55.0,2007-04-17,,
2240,002200,수출포장,11850.0,200.0,1.7,28401.0,334109350.0,11600.0,11850.0,11600.0,47400000000.0,0.01,4000000.0,29544.0,0.74,1010.0,2007-04-18,,
2241,003490,대한항공,40900.0,500.0,1.2,628340.0,25251934400.0,40450.0,40900.0,39600.0,2943639707900.0,0.35,71971631.0,10135865.0,14.08,56.0,2007-04-18,,
2242,002200,수출포장,11800.0,-50.0,-0.4,11095.0,130342500.0,11900.0,11900.0,11650.0,47200000000.0,0.01,4000000.0,30824.0,0.77,1014.0,2007-04-19,,
2243,003490,대한항공,40800.0,-100.0,-0.2,423091.0,17148954000.0,40900.0,41100.0,40150.0,2936442544800.0,0.35,71971631.0,10166380.0,14.13,54.0,2007-04-19,,
2244,002200,수출포장,12000.0,200.0,1.7,23720.0,281860000.0,11750.0,12000.0,11700.0,48000000000.0,0.01,4000000.0,26234.0,0.66,1007.0,2007-04-20,,
2245,003490,대한항공,42550.0,1750.0,4.3,792600.0,33145343500.0,40800.0,42700.0,40800.0,3062392899050.0,0.37,71971631.0,10157315.0,14.11,53.0,2007-04-20,,
2246,002200,수출포장,12200.0,200.0,1.7,35390.0,431599500.0,12050.0,12300.0,12050.0,48800000000.0,0.01,4000000.0,26234.0,0.66,1001.0,2007-04-23,,
2247,003490,대한항공,43000.0,450.0,1.1,634168.0,27303034050.0,42550.0,43500.0,42550.0,3094780133000.0,0.37,71971631.0,10220071.0,14.2,53.0,2007-04-23,,
2248,002200,수출포장,12300.0,100.0,0.8,22010.0,269574500.0,12250.0,12400.0,12100.0,49200000000.0,0.01,4000000.0,26234.0,0.66,997.0,2007-04-24,,
2249,003490,대한항공,43800.0,800.0,1.9,586259.0,25335168400.0,43100.0,43950.0,42350.0,3152357437800.0,0.37,71971631.0,10171663.0,14.13,53.0,2007-04-24,,
2250,002200,수출포장,12200.0,-100.0,-0.8,27750.0,340218000.0,12350.0,12450.0,12150.0,48800000000.0,0.01,4000000.0,26364.0,0.66,990.0,2007-04-25,,
2251,003490,대한항공,45150.0,1350.0,3.1,1266359.0,56648860800.0,43750.0,45400.0,43050.0,3249519139650.0,0.39,71971631.0,10471233.0,14.55,53.0,2007-04-25,,
2252,002200,수출포장,12250.0,50.0,0.4,18481.0,226089750.0,12300.0,12300.0,12150.0,49000000000.0,0.01,4000000.0,27424.0,0.69,987.0,2007-04-26,,
2253,003490,대한항공,45300.0,150.0,0.3,764404.0,34703580500.0,45400.0,46200.0,44500.0,3260314884300.0,0.38,71971631.0,10528923.0,14.63,53.0,2007-04-26,,
2254,002200,수출포장,12150.0,-100.0,-0.8,15353.0,185877450.0,12250.0,12250.0,12000.0,48600000000.0,0.01,4000000.0,31224.0,0.78,984.0,2007-04-27,,
2255,003490,대한항공,44000.0,-1300.0,-2.9,589364.0,25816380000.0,44800.0,45000.0,43050.0,3166751764000.0,0.38,71971631.0,10522843.0,14.62,53.0,2007-04-27,,
2256,002200,수출포장,12100.0,-50.0,-0.4,6821.0,81943100.0,12100.0,12300.0,11900.0,48400000000.0,0.01,4000000.0,30734.0,0.77,991.0,2007-04-30,,
2257,003490,대한항공,44100.0,100.0,0.2,468022.0,20537664800.0,43300.0,44200.0,43100.0,3173948927100.0,0.38,71971631.0,10517350.0,14.61,53.0,2007-04-30,,
2258,002200,수출포장,12000.0,-100.0,-0.8,22942.0,277254000.0,11950.0,12200.0,11950.0,48000000000.0,0.01,4000000.0,30464.0,0.76,1003.0,2007-05-02,,
2259,003490,대한항공,44900.0,800.0,1.8,432658.0,19580058700.0,44700.0,45700.0,44500.0,3231526231900.0,0.38,71971631.0,10508289.0,14.6,53.0,2007-05-02,,
2260,002200,수출포장,12200.0,200.0,1.7,31360.0,382792500.0,12100.0,12350.0,12050.0,48800000000.0,0.01,4000000.0,31404.0,0.79,994.0,2007-05-03,,
2261,003490,대한항공,46800.0,1900.0,4.2,1014908.0,47094245800.0,46000.0,47100.0,45550.0,3368272330800.0,0.4,71971631.0,10685708.0,14.85,52.0,2007-05-03,,
2262,002200,수출포장,12200.0,0.0,0.0,9460.0,115762000.0,12250.0,12300.0,12200.0,48800000000.0,0.01,4000000.0,32344.0,0.81,1002.0,2007-05-04,,
2263,003490,대한항공,48800.0,2000.0,4.3,923853.0,44557702900.0,48000.0,49400.0,47400.0,3512215592800.0,0.41,71971631.0,10839363.0,15.06,51.0,2007-05-04,,
2264,002200,수출포장,12250.0,50.0,0.4,7217.0,88404250.0,12200.0,12400.0,12100.0,49000000000.0,0.01,4000000.0,32024.0,0.8,1005.0,2007-05-07,,
